onionDomain,onionAdURL,FinalDumpPath
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/memberlist.php?mode=viewprofile&sid=9f55cbf390b637b709d1ee509d38cabf&u=201,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/760746D8EEFC443D5C6EFF1EBB016F013E48A637978E3B14B88A01EFA3C0B487
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=1&mode=quote&p=325&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/DBF847FADF08C385C88D5126A89C9B3842DC1E690C4DC3EFA6DDA68B04808406
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/memberlist.php?mode=viewprofile&sid=9f55cbf390b637b709d1ee509d38cabf&u=186,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/E4673F85C5ED39CC02E5932714D77F00D1A21858379C2CE213C27416DC9F0F89
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewforum.php?f=3&sid=9f55cbf390b637b709d1ee509d38cabf&start=8,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/43614DB526810366A55258832CEDF9020E2362185F8CE6D50BB58C27FAE49AC1
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=3&p=7&sid=9f55cbf390b637b709d1ee509d38cabf&t=7,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/CE59271EFE9C4CF0B439771812DA971740EFE024698481716696854A4E79198D
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=913794656,/home/hm/Downloads/dump/onion/postits4tga4cqts/8A1116FB24D2D1495A0FB5928464148CFD27698E971C0C0A4C30A62D06992CDF
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=124285649,/home/hm/Downloads/dump/onion/postits4tga4cqts/5F73616EC4997D2F868AC82CE4C66747C94962E542D109C46CF85E361CCC9C61
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=659024530,/home/hm/Downloads/dump/onion/postits4tga4cqts/481846FFACC3FD87BE0E0153AE9F7095A293F1171455E4035A207AA28D8484B1
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=quote&p=4&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/35602DE70C0970F1591B47B49E6D03C54EE51EF05094E6C851B337F818869DCA
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=12910306,/home/hm/Downloads/dump/onion/postits4tga4cqts/77B5CF2C92FD4133720D15328F41760BD85C9E3051F396980EC9264488D0ED3C
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=reply&sid=9f55cbf390b637b709d1ee509d38cabf&t=7,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/613C0EBD0EC5031648B2971D7D5FEC6AFBA5AEB56327EF2F5B2170CAA2BDAB34
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=368791880,/home/hm/Downloads/dump/onion/postits4tga4cqts/0F26F4B5C2C0F3AB898DDC4218B9E03D916CEE144F4148E58B732EA18D4D92F7
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=quote&p=9&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/1D283FE6283F83FF3C2FB54A8DB2C0E20C80428D558B267CCBD1BE200ABFE04D
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=878251848,/home/hm/Downloads/dump/onion/postits4tga4cqts/FF71661A417A12924EBFB6D0A87D8709DB15C281E967309A973D7474A16D039B
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=376947086,/home/hm/Downloads/dump/onion/postits4tga4cqts/962543670399472615AD25257895B0FC1F1AC830C6040FB74DCD28E62591C41C
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=3&p=18&sid=9f55cbf390b637b709d1ee509d38cabf&t=8,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/AF99876E4821DD4DE698AEC933BE2ADF99034D270766E7C4E532D3A49C1009B3
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=107425864,/home/hm/Downloads/dump/onion/postits4tga4cqts/5B52B1191B99A8083F605E066D6A34D8F75425AA6B107185DDE76068356C6A9F
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=338706440,/home/hm/Downloads/dump/onion/postits4tga4cqts/D2406B75775F14302D502ED216542A3F9BBE309FBB99220DACE169EB94198FD1
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=3&sid=9f55cbf390b637b709d1ee509d38cabf&t=3,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/2393172386C776E763CBBC7569A052E63F866387846F8833E41EB2CBDD3AF2B5
postits4tga4cqts.onion,http://postits4tga4cqts.onion/index.php?cat=pub&date=2016-02-21&id=539153042,/home/hm/Downloads/dump/onion/postits4tga4cqts/BA363CBB3B8B5EF4637B63F871122C7A28923FCC0157D4250371C3057529D09E
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=3&p=6&sid=9f55cbf390b637b709d1ee509d38cabf&t=6,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/E38AAC69C465CA6C1A1F15A41631621D26095EB67B9ED2491BBEEBFCCF63F1AC
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?p=2&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/128944C5C0DC190D46F648567733CE5C4978BDDA0EC25798C1924BAE94B9777C
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=quote&p=5&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/CCA87AD6E303FB1882F3C4DA661AB53C842FA9B1C2095F689A4C89F4D51D10AA
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=reply&sid=9f55cbf390b637b709d1ee509d38cabf&t=6,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/871A246FD0DDDEB78380568ABF88D5C605C593D586E14047B68BB1B8074F823F
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=3&sid=9f55cbf390b637b709d1ee509d38cabf&t=5&view=print,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/D1EB874A9DE51D552C39280DF617D7BD1D67FADEAE3A8E53C3C8F1B1D2F83A27
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=reply&sid=9f55cbf390b637b709d1ee509d38cabf&t=5,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/B30DCE60C225A8EC3DC8B0E011FA7F932595E7409B1205E29FD0961197F4752A
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=quote&p=2&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/F553D05D8FA30E121EFA9C24F6A0FF661BD6FA63EE1411EF841257C54ED674EB
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=3&mode=reply&sid=9f55cbf390b637b709d1ee509d38cabf&t=2,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/13094AA36DDB68970D2E87FE19FFAD4A72197F8CA5DB979484F66F626A94D1B4
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?p=16&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/6D067CEF66615004F6F2470109189AFD5BE00CE702947BCCA23F7677377450CE
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=3&sid=9f55cbf390b637b709d1ee509d38cabf&t=10&view=print,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/C182B171722BBBC9692F139CD9C7A53A679A1E3433AAB93A74F42029F643D59F
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=4&sid=75fa7ea5abb81670ce64f6a7468e6a40&t=16&view=print,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/08E77A3471A651E5D942F1375C7B4FE63FF218AD8F8ED3083FF7D62D81AD72DB
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=4&mode=quote&p=79&sid=9f55cbf390b637b709d1ee509d38cabf,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/CA73889E20ADD36DCBFB7212BA2B4BE823DFAF1F8E915650DD1F792EC1371867
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/ucp.php?mode=login&sid=75fa7ea5abb81670ce64f6a7468e6a40,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/6624437C354142B2891FDDDE90A8577ED7545F909FF64E12C8907E990BF8391F
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/posting.php?f=4&mode=reply&sid=13c4107fa6f52330eac51e1150decf9c&t=18,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/D4C778542B4411D98D3A3389DCDB382233ED960F56C36F85D6775A632BF0C419
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/viewtopic.php?f=4&sid=13c4107fa6f52330eac51e1150decf9c&t=18,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/4C186DAC2E2A2B16A80E7D465D907371C67911061CC077B6D2EBD836A4AE63A9
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/index.php?sid=13c4107fa6f52330eac51e1150decf9c,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/AC0F0AD19B1CF998FBE883CBE2BA4F1E2477D879325586F31FA528C8CB1D7D93
gl75awtvsmp2ofe6.onion,http://gl75awtvsmp2ofe6.onion/faq.php?sid=13c4107fa6f52330eac51e1150decf9c,/home/hm/Downloads/dump/onion/gl75awtvsmp2ofe6/0F1036357D3EAE305C8339DF0F3DCDFEF35BAB6B5A17603FDA4B8CCE4274D33C
sigaintz7qjj3val.onion,http://sigaintz7qjj3val.onion/contactus.html,/home/hm/Downloads/dump/onion/sigaintz7qjj3val/7C498ECAD37B14A34465528160D592C981A898F5913CC7A963270371CA715B8F
iyobwejtyd5my6yv.onion,http://iyobwejtyd5my6yv.onion/2015/06/courage-flies-fourth-beneficiary-emin-huseynov-out-of-azerbaijan-to-seek-asylum-in-switzerland/,/home/hm/Downloads/dump/onion/iyobwejtyd5my6yv/FF8BC54F1F686A00E7FD8B0CB8B8142B67A769A31B3DDED84F5E0441CA8AB53F
iyobwejtyd5my6yv.onion,http://iyobwejtyd5my6yv.onion/statements/,/home/hm/Downloads/dump/onion/iyobwejtyd5my6yv/FFE2D658FCD13B2CF04C911A9D5C6D25D9807C96FBDB33C645ADED7D114EF13E
iyobwejtyd5my6yv.onion,http://iyobwejtyd5my6yv.onion/about-emin/,/home/hm/Downloads/dump/onion/iyobwejtyd5my6yv/C21434CEF4AD8F00B40D71425E3FA284E343923EC527FAC411E58BBD2C818E58
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/user/goethe/,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/5D8F2D4AB155DEA91367CFD93ABD7715EDBA1F2E82B352557AEC62FBF32CAF0F
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/user/biph69/,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/C9EE05468B42D15104AE9B387C14075F7287489940DA3B204CF4423495AA476E
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/user/dushbag/,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/179CD6A9C78A93EA11C9C951414585618CCE50AC7AAB1D4FB75E5059E0645A7C
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/index.php?do=feedback&user=52567,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/3F86C3882EE887B426919D35B25A7966D4B4D4C79A6FC968CFDE07A454E73C8B
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/user/SaltnPepper/,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/6191A6B5255AEC11A4EE5E3D67F050993D154E5F575E811F05CBDDCE80A41093
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/index.php?do=feedback&user=52571,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/4B2F8ECC7510BDAC30267E9D4DD71B1635235670D8B65A0D7CC3EF17D10C5A5C
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/user/victor0906/,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/3B23EB5C7B1FCBAA1B8CFC305A7D7131D5A0310A61F0F75C19CFDB1A8B81D2AB
3xjowtfvv6tetjyt.onion,http://3xjowtfvv6tetjyt.onion/user/Elena/,/home/hm/Downloads/dump/onion/3xjowtfvv6tetjyt/F273AA7BADD160E8A5FA440D38153FB75B5AD50B7BA5DDF25CDDBCDDCABE393B
hacker47nad4udho.onion,http://hacker47nad4udho.onion/index.php?PHPSESSID=ru0248kv236jupt52s4ihao24i58l6d8&wap2=,/home/hm/Downloads/dump/onion/hacker47nad4udho/8EE2BD091A8A1EE96BB7913ED1187DA61C45ED134770CEDB7348AE9ECC26895F
hacker47nad4udho.onion,http://hacker47nad4udho.onion/index.php?PHPSESSID=ru0248kv236jupt52s4ihao24i58l6d8&board=1.0,/home/hm/Downloads/dump/onion/hacker47nad4udho/2080A75AB1D3EB0D5247D387C3CBCFEA3817EC13A9733D3B55956FFD354EC1F3
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/memberlist.php?mode=viewprofile&sid=94bc40c59ce20e5c411e7ec364208306&u=16003,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/570BB04E3D0DD949D635F22C05D0E431FC9752A40070A61CD27F6589F17EB91B
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/ucp.php?mode=login&sid=94bc40c59ce20e5c411e7ec364208306,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/AB03330CF313BD8F386B9FE9B6044C0DDD33D461D1F78D538C470A05FF0C6D6D
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?p=12427,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/B5A3ADB321AF61F408C3ED4F344F7E0BD81559E9D29F40E108BE370D9B53C2B1
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?p=10776,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/48CB955EE5F4F7B282BFEF6EAC95D4E99BE303138A5C26A79FE37B00ED2E7B2C
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?p=9774,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/CD903031C38FFD67EF294C23423CBCC8D41ED3B7205B7410665432A48252C13D
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?p=8348,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/F1115F5F37E25FAC4F81FA98F61EA26E4AA0B3D386AB19E2A27B45692FDF569F
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/memberlist.php?mode=viewprofile&u=15004,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/A0DFE51BD0EA7B0D24B827F79D8E39DBFDF77C166F4DB537C5B9166BCCAD73F3
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?p=13673,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/C1A3921596BCB5EF16B8583738C6EBDCB8E8CE837ED70E88D2CDCACBA7DF0508
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?p=13836,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/E30291A3F246DF4CD61304D41D5EA286CD3818AAC00CEC23FFCD46AD2038C8CC
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?f=1&start=20&t=6,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/FEA774929AF4C98B3120250547313B4C2DD65A238426C1F60B4A8CCFCE094AE0
z2hjm7uhwisw5jm5.onion,http://z2hjm7uhwisw5jm5.onion/viewtopic.php?p=13936,/home/hm/Downloads/dump/onion/z2hjm7uhwisw5jm5/899B3D3E944AC4DFC6D37E923BBA1CE58C81FD4FEC977026F615E9F57BCF2E7E
